Date,Type,Prev. Hobbs,Hobbs,L. Cycles,R.Cycles,Landings,T.T. A/C,L. Eng. TSO,R. Eng. TSO,L. Eng. CSN,R. Eng. CSN,Landings,Flight Time,Notes, L. Eng. S New , R Eng. S New 
7/27/2012,," 3,469.4 "," 3,471.4 ",2,2,2," 11,340.7 ", 122.7 , 122.7 ," 7,870 "," 15,323 "," 10,720 ", 2.00 ,," 11,057.9 "," 12,841.6 "
7/29/2012,," 3,471.4 "," 3,477.9 ",2,2,2," 11,347.2 ", 129.2 , 129.2 ," 7,872 "," 15,325 "," 10,722 ", 6.50 ,," 11,064.4 "," 12,848.1 "
8/1/2012,," 3,477.9 "," 3,479.1 ",2,2,2," 11,348.4 ", 130.4 , 130.4 ," 7,874 "," 15,327 "," 10,724 ", 1.20 ,," 11,065.6 "," 12,849.3 "
8/3/2012,," 3,479.1 "," 3,486.9 ",4,4,4," 11,356.2 ", 138.2 , 138.2 ," 7,878 "," 15,331 "," 10,728 ", 7.80 ,," 11,073.4 "," 12,857.1 "
8/7/2012,," 3,486.9 "," 3,496.5 ",11,11,11," 11,365.8 ", 147.8 , 147.8 ," 7,889 "," 15,342 "," 10,739 ", 9.60 ,," 11,083.0 "," 12,866.7 "
8/9/2012,," 3,496.5 "," 3,498.0 ",2,2,2," 11,367.3 ", 149.3 , 149.3 ," 7,891 "," 15,344 "," 10,741 ", 1.50 ,," 11,084.5 "," 12,868.2 "
8/10/2012,," 3,498.0 "," 3,504.2 ",2,2,2," 11,373.5 ", 155.5 , 155.5 ," 7,893 "," 15,346 "," 10,743 ", 6.20 ,," 11,090.7 "," 12,874.4 "
8/10/2012,," 3,504.2 "," 3,506.2 ",2,2,2," 11,375.5 ", 157.5 , 157.5 ," 7,895 "," 15,348 "," 10,745 ", 2.00 ,," 11,092.7 "," 12,876.4 "
8/10/2012,," 3,506.2 "," 3,507.5 ",2,2,2," 11,376.8 ", 158.8 , 158.8 ," 7,897 "," 15,350 "," 10,747 ", 1.30 ,," 11,094.0 "," 12,877.7 "
8/12/2012,," 3,507.5 "," 3,510.2 ",2,2,2," 11,379.5 ", 161.5 , 161.5 ," 7,899 "," 15,352 "," 10,749 ", 2.70 ,," 11,096.7 "," 12,880.4 "
8/13/2012,," 3,510.2 "," 3,512.2 ",3,3,3," 11,381.5 ", 163.5 , 163.5 ," 7,902 "," 15,355 "," 10,752 ", 2.00 ,," 11,098.7 "," 12,882.4 "
8/13/2012,," 3,512.2 "," 3,515.3 ",5,5,5," 11,384.6 ", 166.6 , 166.6 ," 7,907 "," 15,360 "," 10,757 ", 3.10 ,," 11,101.8 "," 12,885.5 "
8/18/2012,," 3,515.3 "," 3,519.3 ",4,4,4," 11,388.6 ", 170.6 , 170.6 ," 7,911 "," 15,364 "," 10,761 ", 4.00 ,," 11,105.8 "," 12,889.5 "
8/18/2012,," 3,519.3 "," 3,521.3 ",3,3,3," 11,390.6 ", 172.6 , 172.6 ," 7,914 "," 15,367 "," 10,764 ", 2.00 ,," 11,107.8 "," 12,891.5 "
8/18/2012,," 3,521.3 "," 3,524.1 ",3,3,3," 11,393.4 ", 175.4 , 175.4 ," 7,917 "," 15,370 "," 10,767 ", 2.80 ,," 11,110.6 "," 12,894.3 "
9/3/2012,," 3,524.1 "," 3,528.9 ",6,6,6," 11,398.2 ", 180.2 , 180.2 ," 7,923 "," 15,376 "," 10,773 ", 4.80 ,," 11,115.4 "," 12,899.1 "
9/7/2012,," 3,528.9 "," 3,533.6 ",6,6,6," 11,402.9 ", 184.9 , 184.9 ," 7,929 "," 15,382 "," 10,779 ", 4.70 ,," 11,120.1 "," 12,903.8 "
9/9/2012,," 3,533.6 "," 3,534.6 ",2,2,2," 11,403.9 ", 185.9 , 185.9 ," 7,931 "," 15,384 "," 10,781 ", 1.00 ,," 11,121.1 "," 12,904.8 "
9/10/2012,," 3,534.6 "," 3,537.2 ",3,3,3," 11,406.5 ", 188.5 , 188.5 ," 7,934 "," 15,387 "," 10,784 ", 2.60 ,," 11,123.7 "," 12,907.4 "
9/10/2012,," 3,537.2 "," 3,543.9 ",2,2,2," 11,413.2 ", 195.2 , 195.2 ," 7,936 "," 15,389 "," 10,786 ", 6.70 ,," 11,130.4 "," 12,914.1 "
9/15/2012,," 3,543.9 "," 3,546.6 ",3,3,3," 11,415.9 ", 197.9 , 197.9 ," 7,939 "," 15,392 "," 10,789 ", 2.70 ,," 11,133.1 "," 12,916.8 "
9/19/2012,," 3,546.6 "," 3,550.9 ",5,5,5," 11,420.2 ", 202.2 , 202.2 ," 7,944 "," 15,397 "," 10,794 ", 4.30 ,," 11,137.4 "," 12,921.1 "
9/21/2012,," 3,550.9 "," 3,555.2 ",4,4,4," 11,424.5 ", 206.5 , 206.5 ," 7,948 "," 15,401 "," 10,798 ", 4.30 ,," 11,141.7 "," 12,925.4 "
9/22/2012,," 3,555.2 "," 3,557.2 ",2,2,2," 11,426.5 ", 208.5 , 208.5 ," 7,950 "," 15,403 "," 10,800 ", 2.00 ,," 11,143.7 "," 12,927.4 "
9/24/2012,," 3,557.2 "," 3,561.9 ",6,6,6," 11,431.2 ", 213.2 , 213.2 ," 7,956 "," 15,409 "," 10,806 ", 4.70 ,," 11,148.4 "," 12,932.1 "
9/30/2012,," 3,561.9 "," 3,565.9 ",5,5,5," 11,435.2 ", 217.2 , 217.2 ," 7,961 "," 15,414 "," 10,811 ", 4.00 ,," 11,152.4 "," 12,936.1 "
10/5/2012,," 3,565.9 "," 3,568.9 ",1,1,1," 11,438.2 ", 220.2 , 220.2 ," 7,962 "," 15,415 "," 10,812 ", 3.00 ,," 11,155.4 "," 12,939.1 "
10/5/2012,," 3,568.9 "," 3,568.9 ",3,3,3," 11,438.2 ", 220.2 , 220.2 ," 7,965 "," 15,418 "," 10,815 ", -   ,," 11,155.4 "," 12,939.1 "
10/6/2012,," 3,568.9 "," 3,570.5 ",2,2,2," 11,439.8 ", 221.8 , 221.8 ," 7,967 "," 15,420 "," 10,817 ", 1.60 ,," 11,157.0 "," 12,940.7 "
10/7/2012,," 3,570.5 "," 3,573.1 ",3,3,3," 11,442.4 ", 224.4 , 224.4 ," 7,970 "," 15,423 "," 10,820 ", 2.60 ,," 11,159.6 "," 12,943.3 "
10/8/2012,," 3,573.1 "," 3,574.1 ",2,2,2," 11,443.4 ", 225.4 , 225.4 ," 7,972 "," 15,425 "," 10,822 ", 1.00 ,," 11,160.6 "," 12,944.3 "
10/10/2012,," 3,574.1 "," 3,577.3 ",4,4,4," 11,446.6 ", 228.6 , 228.6 ," 7,976 "," 15,429 "," 10,826 ", 3.20 ,," 11,163.8 "," 12,947.5 "
10/12/2012,," 3,577.3 "," 3,578.3 ",2,2,2," 11,447.6 ", 229.6 , 229.6 ," 7,978 "," 15,431 "," 10,828 ", 1.00 ,," 11,164.8 "," 12,948.5 "
11/4/2012,," 3,578.3 "," 3,616.4 ",2,2,2," 11,485.7 ", 267.7 , 267.7 ," 7,980 "," 15,433 "," 10,830 ", 38.10 ,," 11,202.9 "," 12,986.6 "
11/15/2012,," 3,616.4 "," 3,621.0 ",5,5,5," 11,490.3 ", 272.3 , 272.3 ," 7,985 "," 15,438 "," 10,835 ", 4.60 ,," 11,207.5 "," 12,991.2 "
11/20/2012,," 3,621.0 "," 3,624.5 ",4,4,4," 11,493.8 ", 275.8 , 275.8 ," 7,989 "," 15,442 "," 10,839 ", 3.50 ,," 11,211.0 "," 12,994.7 "
11/23/2012,," 3,624.5 "," 3,629.0 ",2,2,2," 11,498.3 ", 280.3 , 280.3 ," 7,991 "," 15,444 "," 10,841 ", 4.50 ,," 11,215.5 "," 12,999.2 "
11/25/2012,," 3,629.0 "," 3,631.0 ",2,2,2," 11,500.3 ", 282.3 , 282.3 ," 7,993 "," 15,446 "," 10,843 ", 2.00 ,," 11,217.5 "," 13,001.2 "
11/27/2012,," 3,631.0 "," 3,633.0 ",2,2,2," 11,502.3 ", 284.3 , 284.3 ," 7,995 "," 15,448 "," 10,845 ", 2.00 ,," 11,219.5 "," 13,003.2 "
11/27/2012,," 3,633.0 "," 3,635.1 ",2,2,2," 11,504.4 ", 286.4 , 286.4 ," 7,997 "," 15,450 "," 10,847 ", 2.10 ,," 11,221.6 "," 13,005.3 "
11/28/2012,," 3,635.1 "," 3,651.1 ",6,6,6," 11,520.4 ", 302.4 , 302.4 ," 8,003 "," 15,456 "," 10,853 ", 16.00 ,," 11,237.6 "," 13,021.3 "
12/8/2012,," 3,651.1 "," 3,652.5 ",2,2,2," 11,521.8 ", 303.8 , 303.8 ," 8,005 "," 15,458 "," 10,855 ", 1.40 ,," 11,239.0 "," 13,022.7 "
12/11/2012,," 3,652.5 "," 3,654.4 ",2,2,2," 11,523.7 ", 305.7 , 305.7 ," 8,007 "," 15,460 "," 10,857 ", 1.90 ,," 11,240.9 "," 13,024.6 "
12/17/2012,," 3,654.4 "," 3,656.0 ",2,2,2," 11,525.3 ", 307.3 , 307.3 ," 8,009 "," 15,462 "," 10,859 ", 1.60 ,," 11,242.5 "," 13,026.2 "
12/22/2012,," 3,656.0 "," 3,657.1 ",2,2,2," 11,526.4 ", 308.4 , 308.4 ," 8,011 "," 15,464 "," 10,861 ", 1.10 ,," 11,243.6 "," 13,027.3 "
12/31/2012,," 3,657.1 "," 3,658.6 ",2,2,2," 11,527.9 ", 309.9 , 309.9 ," 8,013 "," 15,466 "," 10,863 ", 1.50 ,," 11,245.1 "," 13,028.8 "
12/31/2012,," 3,658.6 "," 3,661.5 ",3,3,3," 11,530.8 ", 312.8 , 312.8 ," 8,016 "," 15,469 "," 10,866 ", 2.90 ,," 11,248.0 "," 13,031.7 "
1/1/2013,," 3,661.5 "," 3,667.4 ",4,4,4," 11,536.7 ", 318.7 , 318.7 ," 8,020 "," 15,473 "," 10,870 ", 5.90 ,," 11,253.9 "," 13,037.6 "
1/4/2013,," 3,667.4 "," 3,668.5 ",2,2,2," 11,537.8 ", 319.8 , 319.8 ," 8,022 "," 15,475 "," 10,872 ", 1.10 ,," 11,255.0 "," 13,038.7 "
,," 3,668.5 "," 3,669.5 ",2,2,2," 11,538.8 ", 320.8 , 320.8 ," 8,024 "," 15,477 "," 10,874 ", 1.00 ,," 11,256.0 "," 13,039.7 "
1/13/2013,," 3,669.5 "," 3,671.5 ",2,2,2," 11,540.8 ", 322.8 , 322.8 ," 8,026 "," 15,479 "," 10,876 ", 2.00 ,," 11,258.0 "," 13,041.7 "
1/13/2013,," 3,671.5 "," 3,675.8 ",5,5,5," 11,545.1 ", 327.1 , 327.1 ," 8,031 "," 15,484 "," 10,881 ", 4.30 ,," 11,262.3 "," 13,046.0 "
1/21/2013,," 3,675.8 "," 3,677.3 ",2,2,2," 11,546.6 ", 328.6 , 328.6 ," 8,033 "," 15,486 "," 10,883 ", 1.50 ,," 11,263.8 "," 13,047.5 "
1/24/2013,," 3,677.3 "," 3,684.2 ",4,4,4," 11,553.5 ", 335.5 , 335.5 ," 8,037 "," 15,490 "," 10,887 ", 6.90 ,," 11,270.7 "," 13,054.4 "
2/3/2013,," 3,684.2 "," 3,686.5 ",5,5,5," 11,555.8 ", 337.8 , 337.8 ," 8,042 "," 15,495 "," 10,892 ", 2.30 ,," 11,273.0 "," 13,056.7 "
2/14/2013,," 3,686.5 "," 3,690.8 ",4,4,4," 11,560.1 ", 342.1 , 342.1 ," 8,046 "," 15,499 "," 10,896 ", 4.30 ,," 11,277.3 "," 13,061.0 "
2/18/2013,," 3,690.8 "," 3,696.1 ",2,2,2," 11,565.4 ", 347.4 , 347.4 ," 8,048 "," 15,501 "," 10,898 ", 5.30 ,," 11,282.6 "," 13,066.3 "
3/7/2013,," 3,696.1 "," 3,700.0 ",2,2,2," 11,569.3 ", 351.3 , 351.3 ," 8,050 "," 15,503 "," 10,900 ", 3.90 ,," 11,286.5 "," 13,070.2 "
3/19/2013,," 3,700.0 "," 3,702.8 ",3,3,3," 11,572.1 ", 354.1 , 354.1 ," 8,053 "," 15,506 "," 10,903 ", 2.80 ,," 11,289.3 "," 13,073.0 "
3/20/2013,," 3,702.8 "," 3,703.6 ",1,1,1," 11,572.9 ", 354.9 , 354.9 ," 8,054 "," 15,507 "," 10,904 ", 0.80 ,," 11,290.1 "," 13,073.8 "
4/1/2013,," 3,703.6 "," 3,714.2 ",4,4,4," 11,583.5 ", 365.5 , 365.5 ," 8,058 "," 15,511 "," 10,908 ", 10.60 ,," 11,300.7 "," 13,084.4 "
4/8/2013,," 3,714.2 "," 3,716.2 ",4,4,4," 11,585.5 ", 367.5 , 367.5 ," 8,062 "," 15,515 "," 10,912 ", 2.00 ,," 11,302.7 "," 13,086.4 "
4/9/2013,," 3,716.2 "," 3,717.8 ",2,2,2," 11,587.1 ", 369.1 , 369.1 ," 8,064 "," 15,517 "," 10,914 ", 1.60 ,," 11,304.3 "," 13,088.0 "
4/16/2013,," 3,717.8 "," 3,721.0 ",4,4,4," 11,590.3 ", 372.3 , 372.3 ," 8,068 "," 15,521 "," 10,918 ", 3.20 ,," 11,307.5 "," 13,091.2 "
4/18/2013,," 3,721.0 "," 3,723.0 ",2,2,2," 11,592.3 ", 374.3 , 374.3 ," 8,070 "," 15,523 "," 10,920 ", 2.00 ,," 11,309.5 "," 13,093.2 "
4/19/2013,," 3,723.0 "," 3,727.0 ",4,4,4," 11,596.3 ", 378.3 , 378.3 ," 8,074 "," 15,527 "," 10,924 ", 4.00 ,," 11,313.5 "," 13,097.2 "
4/21/2013,," 3,727.0 "," 3,730.1 ",4,4,4," 11,599.4 ", 381.4 , 381.4 ," 8,078 "," 15,531 "," 10,928 ", 3.10 ,," 11,316.6 "," 13,100.3 "
4/24/2013,," 3,730.1 "," 3,734.1 ",4,4,4," 11,603.4 ", 385.4 , 385.4 ," 8,082 "," 15,535 "," 10,932 ", 4.00 ,," 11,320.6 "," 13,104.3 "
4/25/2013,," 3,734.1 "," 3,743.0 ",2,2,2," 11,612.3 ", 394.3 , 394.3 ," 8,084 "," 15,537 "," 10,934 ", 8.90 ,," 11,329.5 "," 13,113.2 "
4/27/2013,," 3,743.0 "," 3,748.3 ",4,4,4," 11,617.6 ", 399.6 , 399.6 ," 8,088 "," 15,541 "," 10,938 ", 5.30 ,," 11,334.8 "," 13,118.5 "
5/3/2013,," 3,748.3 "," 3,754.3 ",4,4,4," 11,623.6 ", 405.6 , 405.6 ," 8,092 "," 15,545 "," 10,942 ", 6.00 ,," 11,340.8 "," 13,124.5 "
5/11/2013,," 3,754.3 "," 3,755.8 ",2,2,2," 11,625.1 ", 407.1 , 407.1 ," 8,094 "," 15,547 "," 10,944 ", 1.50 ,," 11,342.3 "," 13,126.0 "
5/16/2013,," 3,755.8 "," 3,760.8 ",3,3,3," 11,630.1 ", 412.1 , 412.1 ," 8,097 "," 15,550 "," 10,947 ", 5.00 ,," 11,347.3 "," 13,131.0 "
5/17/2013,," 3,760.8 "," 3,762.8 ",2,2,2," 11,632.1 ", 414.1 , 414.1 ," 8,099 "," 15,552 "," 10,949 ", 2.00 ,," 11,349.3 "," 13,133.0 "
5/20/2013,," 3,762.8 "," 3,767.9 ",2,2,2," 11,637.2 ", 419.2 , 419.2 ," 8,104 "," 15,557 "," 10,954 ", 5.10 ,," 11,354.4 "," 13,138.1 "
5/27/2013,," 3,767.9 "," 3,774.3 ",5,5,5," 11,643.6 ", 425.6 , 425.6 ," 8,110 "," 15,563 "," 10,960 ", 6.40 ,," 11,360.8 "," 13,144.5 "
6/2/2013,," 3,774.3 "," 3,782.0 ",6,6,6," 11,651.3 ", 433.3 , 433.3 ," 8,115 "," 15,568 "," 10,965 ", 7.70 ,," 11,368.5 "," 13,152.2 "
6/4/2013,," 3,782.0 "," 3,786.1 ",5,5,5," 11,655.4 ", 437.4 , 437.4 ," 8,120 "," 15,573 "," 10,970 ", 4.10 ,," 11,372.6 "," 13,156.3 "
6/7/2013,," 3,786.1 "," 3,788.5 ",2,2,2," 11,657.8 ", 439.8 , 439.8 ," 8,122 "," 15,575 "," 10,972 ", 2.40 ,," 11,375.0 "," 13,158.7 "
6/7/2013,," 3,788.5 "," 3,789.9 ",2,2,2," 11,659.2 ", 441.2 , 441.2 ," 8,124 "," 15,577 "," 10,974 ", 1.40 ,," 11,376.4 "," 13,160.1 "
6/7/2013,," 3,789.9 "," 3,795.2 ",5,5,5," 11,664.5 ", 446.5 , 446.5 ," 8,129 "," 15,582 "," 10,979 ", 5.30 ,," 11,381.7 "," 13,165.4 "
6/10/2013,," 3,795.2 "," 3,798.3 ",3,3,3," 11,667.6 ", 449.6 , 449.6 ," 8,132 "," 15,585 "," 10,982 ", 3.10 ,," 11,384.8 "," 13,168.5 "
6/11/2013,," 3,798.3 "," 3,799.9 ",2,2,2," 11,669.2 ", 451.2 , 451.2 ," 8,134 "," 15,587 "," 10,984 ", 1.60 ,," 11,386.4 "," 13,170.1 "
6/12/2013,," 3,799.9 "," 3,802.1 ",4,4,4," 11,671.4 ", 453.4 , 453.4 ," 8,138 "," 15,591 "," 10,988 ", 2.20 ,," 11,388.6 "," 13,172.3 "
6/16/2013,," 3,802.1 "," 3,806.0 ",4,4,4," 11,675.3 ", 457.3 , 457.3 ," 8,142 "," 15,595 "," 10,992 ", 3.90 ,," 11,392.5 "," 13,176.2 "
6/17/2013,," 3,806.0 "," 3,808.9 ",3,3,3," 11,678.2 ", 460.2 , 460.2 ," 8,145 "," 15,598 "," 10,995 ", 2.90 ,," 11,395.4 "," 13,179.1 "
6/19/2013,," 3,808.9 "," 3,810.9 ",2,2,2," 11,680.2 ", 462.2 , 462.2 ," 8,147 "," 15,600 "," 10,997 ", 2.00 ,," 11,397.4 "," 13,181.1 "
6/20/2013,," 3,810.9 "," 3,811.9 ",2,2,2," 11,681.2 ", 463.2 , 463.2 ," 8,149 "," 15,602 "," 10,999 ", 1.00 ,," 11,398.4 "," 13,182.1 "
6/21/2013,," 3,811.9 "," 3,813.9 ",2,2,2," 11,683.2 ", 465.2 , 465.2 ," 8,151 "," 15,604 "," 11,001 ", 2.00 ,," 11,400.4 "," 13,184.1 "
6/21/2013,," 3,813.9 "," 3,814.9 ",2,2,2," 11,684.2 ", 466.2 , 466.2 ," 8,153 "," 15,606 "," 11,003 ", 1.00 ,," 11,401.4 "," 13,185.1 "
6/23/2013,," 3,814.9 "," 3,820.8 ",6,6,6," 11,690.1 ", 472.1 , 472.1 ," 8,159 "," 15,612 "," 11,009 ", 5.90 ,," 11,407.3 "," 13,191.0 "
6/25/2013,," 3,820.8 "," 3,824.6 ",5,5,5," 11,693.9 ", 475.9 , 475.9 ," 8,164 "," 15,617 "," 11,014 ", 3.80 ,," 11,411.1 "," 13,194.8 "
6/28/2013,," 3,824.6 "," 3,828.8 ",5,5,5," 11,698.1 ", 480.1 , 480.1 ," 8,169 "," 15,622 "," 11,019 ", 4.20 ,," 11,415.3 "," 13,199.0 "
6/28/2013,," 3,828.8 "," 3,830.3 ",2,2,2," 11,699.6 ", 481.6 , 481.6 ," 8,171 "," 15,624 "," 11,021 ", 1.50 ,," 11,416.8 "," 13,200.5 "
6/29/2013,," 3,830.3 "," 3,833.2 ",2,2,2," 11,702.5 ", 484.5 , 484.5 ," 8,174 "," 15,627 "," 11,024 ", 2.90 ,," 11,419.7 "," 13,203.4 "
6/30/2013,," 3,833.2 "," 3,836.0 ",3,3,3," 11,705.3 ", 487.3 , 487.3 ," 8,177 "," 15,630 "," 11,027 ", 2.80 ,," 11,422.5 "," 13,206.2 "
7/1/2013,," 3,836.0 "," 3,839.5 ",3,3,3," 11,708.8 ", 490.8 , 490.8 ," 8,179 "," 15,632 "," 11,029 ", 3.50 ,," 11,426.0 "," 13,209.7 "
7/2/2013,," 3,839.5 "," 3,843.3 ",2,2,2," 11,712.6 ", 494.6 , 494.6 ," 8,181 "," 15,634 "," 11,031 ", 3.80 ,," 11,429.8 "," 13,213.5 "
7/7/2013,," 3,843.3 "," 3,848.6 ",6,6,6," 11,717.9 ", 499.9 , 499.9 ," 8,187 "," 15,640 "," 11,037 ", 5.30 ,," 11,435.1 "," 13,218.8 "
7/11/2013,," 3,848.6 "," 3,854.0 ",2,2,2," 11,723.3 ", 505.3 , 505.3 ," 8,189 "," 15,642 "," 11,039 ", 5.40 ,," 11,440.5 "," 13,224.2 "
7/12/2013,," 3,854.0 "," 3,858.8 ",5,5,5," 11,728.1 ", 510.1 , 510.1 ," 8,194 "," 15,647 "," 11,044 ", 4.80 ,," 11,445.3 "," 13,229.0 "
7/16/2013,," 3,858.8 "," 3,861.4 ",4,4,4," 11,730.7 ", 512.7 , 512.7 ," 8,198 "," 15,651 "," 11,048 ", 2.60 ,," 11,447.9 "," 13,231.6 "
7/17/2013,," 3,861.4 "," 3,863.8 ",2,2,2," 11,733.1 ", 515.1 , 515.1 ," 8,200 "," 15,653 "," 11,050 ", 2.40 ,," 11,450.3 "," 13,234.0 "
7/19/2013,," 3,863.8 "," 3,869.9 ",7,7,7," 11,739.2 ", 521.2 , 521.2 ," 8,207 "," 15,660 "," 11,057 ", 6.10 ,," 11,456.4 "," 13,240.1 "
7/21/2013,," 3,869.9 "," 3,872.7 ",3,3,3," 11,742.0 ", 524.0 , 524.0 ," 8,210 "," 15,663 "," 11,060 ", 2.80 ,," 11,459.2 "," 13,242.9 "
7/22/2013,," 3,872.7 "," 3,874.1 ",2,2,2," 11,743.4 ", 525.4 , 525.4 ," 8,212 "," 15,665 "," 11,062 ", 1.40 ,," 11,460.6 "," 13,244.3 "
7/24/2013,," 3,874.1 "," 3,879.9 ",2,2,2," 11,749.2 ", 531.2 , 531.2 ," 8,214 "," 15,667 "," 11,064 ", 5.80 ,," 11,466.4 "," 13,250.1 "
7/25/2013,," 3,879.9 "," 3,881.3 ",2,2,2," 11,750.6 ", 532.6 , 532.6 ," 8,216 "," 15,669 "," 11,066 ", 1.40 ,," 11,467.8 "," 13,251.5 "
7/28/2013,," 3,881.3 "," 3,885.4 ",4,4,4," 11,754.7 ", 536.7 , 536.7 ," 8,220 "," 15,673 "," 11,070 ", 4.10 ,," 11,471.9 "," 13,255.6 "
7/31/2013,," 3,885.4 "," 3,887.5 ",2,2,2," 11,756.8 ", 538.8 , 538.8 ," 8,222 "," 15,675 "," 11,072 ", 2.10 ,," 11,474.0 "," 13,257.7 "
8/1/2013,," 3,887.5 "," 3,893.4 ",2,2,2," 11,762.7 ", 544.7 , 544.7 ," 8,224 "," 15,677 "," 11,074 ", 5.90 ,," 11,479.9 "," 13,263.6 "
8/3/2013,," 3,893.4 "," 3,894.2 ",2,2,2," 11,763.5 ", 545.5 , 545.5 ," 8,226 "," 15,679 "," 11,076 ", 0.80 ,," 11,480.7 "," 13,264.4 "
8/4/2013,," 3,894.2 "," 3,898.6 ",6,6,6," 11,767.9 ", 549.9 , 549.9 ," 8,232 "," 15,685 "," 11,082 ", 4.40 ,," 11,485.1 "," 13,268.8 "
8/5/2013,," 3,898.6 "," 3,900.6 ",2,2,2," 11,769.9 ", 551.9 , 551.9 ," 8,234 "," 15,687 "," 11,084 ", 2.00 ,," 11,487.1 "," 13,270.8 "
8/7/2013,," 3,900.6 "," 3,902.0 ",2,2,2," 11,771.3 ", 553.3 , 553.3 ," 8,236 "," 15,689 "," 11,086 ", 1.40 ,," 11,488.5 "," 13,272.2 "
8/7/2013,," 3,902.0 "," 3,904.0 ",2,2,2," 11,773.3 ", 555.3 , 555.3 ," 8,238 "," 15,691 "," 11,088 ", 2.00 ,," 11,490.5 "," 13,274.2 "
8/8/2013,," 3,904.0 "," 3,906.9 ",3,3,3," 11,776.2 ", 558.2 , 558.2 ," 8,241 "," 15,694 "," 11,091 ", 2.90 ,," 11,493.4 "," 13,277.1 "
8/8/2013,," 3,906.9 "," 3,908.3 ",2,2,2," 11,777.6 ", 559.6 , 559.6 ," 8,243 "," 15,696 "," 11,093 ", 1.40 ,," 11,494.8 "," 13,278.5 "
8/9/2013,," 3,908.3 "," 3,910.7 ",2,2,2," 11,780.0 ", 562.0 , 562.0 ," 8,245 "," 15,698 "," 11,095 ", 2.40 ,," 11,497.2 "," 13,280.9 "
8/10/2013,," 3,910.7 "," 3,917.0 ",2,2,2," 11,786.3 ", 568.3 , 568.3 ," 8,247 "," 15,700 "," 11,097 ", 6.30 ,," 11,503.5 "," 13,287.2 "
8/11/2013,," 3,917.0 "," 3,919.4 ",2,2,2," 11,788.7 ", 570.7 , 570.7 ," 8,249 "," 15,702 "," 11,099 ", 2.40 ,," 11,505.9 "," 13,289.6 "
8/12/2013,," 3,919.4 "," 3,920.9 ",2,2,2," 11,790.2 ", 572.2 , 572.2 ," 8,251 "," 15,704 "," 11,101 ", 1.50 ,," 11,507.4 "," 13,291.1 "
8/15/2013,," 3,920.9 "," 3,923.1 ",3,3,3," 11,792.4 ", 574.4 , 574.4 ," 8,254 "," 15,707 "," 11,104 ", 2.20 ,," 11,509.6 "," 13,293.3 "
8/15/2013,," 3,923.1 "," 3,924.1 ",1,1,1," 11,793.4 ", 575.4 , 575.4 ," 8,255 "," 15,708 "," 11,105 ", 1.00 ,," 11,510.6 "," 13,294.3 "
8/15/2013,," 3,924.1 "," 3,925.1 ",1,1,1," 11,794.4 ", 576.4 , 576.4 ," 8,256 "," 15,709 "," 11,106 ", 1.00 ,," 11,511.6 "," 13,295.3 "
8/16/2013,," 3,925.1 "," 3,927.9 ",3,3,3," 11,797.2 ", 579.2 , 579.2 ," 8,259 "," 15,712 "," 11,109 ", 2.80 ,," 11,514.4 "," 13,298.1 "
8/17/2013,," 3,927.9 "," 3,931.1 ",3,3,3," 11,800.4 ", 582.4 , 582.4 ," 8,262 "," 15,715 "," 11,112 ", 3.20 ,," 11,517.6 "," 13,301.3 "
8/18/2013,," 3,931.1 "," 3,935.7 ",6,6,6," 11,805.0 ", 587.0 , 587.0 ," 8,268 "," 15,721 "," 11,118 ", 4.60 ,," 11,522.2 "," 13,305.9 "
8/20/2013,," 3,935.7 "," 3,937.6 ",2,2,2," 11,806.9 ", 588.9 , 588.9 ," 8,270 "," 15,723 "," 11,120 ", 1.90 ,," 11,524.1 "," 13,307.8 "
8/21/2013,," 3,937.6 "," 3,941.3 ",2,2,2," 11,810.6 ", 592.6 , 592.6 ," 8,272 "," 15,725 "," 11,122 ", 3.70 ,," 11,527.8 "," 13,311.5 "
8/24/2013,," 3,941.3 "," 3,948.1 ",2,2,2," 11,817.4 ", 599.4 , 599.4 ," 8,274 "," 15,727 "," 11,124 ", 6.80 ,," 11,534.6 "," 13,318.3 "
8/29/2013,," 3,948.1 "," 3,951.1 ",2,2,2," 11,820.4 ", 602.4 , 602.4 ," 8,276 "," 15,729 "," 11,126 ", 3.00 ,," 11,537.6 "," 13,321.3 "
8/29/2013,," 3,951.1 "," 3,953.7 ",3,3,3," 11,823.0 ", 605.0 , 605.0 ," 8,279 "," 15,732 "," 11,129 ", 2.60 ,," 11,540.2 "," 13,323.9 "
8/31/2013,," 3,953.7 "," 3,957.5 ",2,2,2," 11,826.8 ", 608.8 , 608.8 ," 8,281 "," 15,734 "," 11,131 ", 3.80 ,," 11,544.0 "," 13,327.7 "
9/1/2013,," 3,957.5 "," 3,961.0 ",2,2,2," 11,830.3 ", 612.3 , 612.3 ," 8,283 "," 15,736 "," 11,133 ", 3.50 ,," 11,547.5 "," 13,331.2 "
9/2/2013,," 3,961.0 "," 3,963.9 ",3,3,3," 11,833.2 ", 615.2 , 615.2 ," 8,286 "," 15,739 "," 11,136 ", 2.90 ,," 11,550.4 "," 13,334.1 "
9/5/2013,," 3,963.9 "," 3,965.8 ",2,2,2," 11,835.1 ", 617.1 , 617.1 ," 8,288 "," 15,741 "," 11,138 ", 1.90 ,," 11,552.3 "," 13,336.0 "
